ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1852224	6.90e-01	1.67e-01	-1.4775572	-5.680776	-0.12786041		
ILMN_2399497	6.90e-01	1.67e-01	1.4775512	-5.680784	0.15344223	RFXANK	regulatory factor X associated ankyrin containing protein
ILMN_1713219	6.90e-01	1.67e-01	1.4775325	-5.680809	0.08376027		
ILMN_1786707	6.90e-01	1.67e-01	-1.4774855	-5.680872	-0.11651212	EMC10	ER membrane protein complex subunit 10
ILMN_2067269	6.90e-01	1.67e-01	-1.4774583	-5.680908	-0.18783021	RECK	reversion inducing cysteine rich protein with kazal motifs
ILMN_2194882	6.90e-01	1.67e-01	-1.4774179	-5.680961	-0.08928424	LCORL	ligand dependent nuclear receptor corepressor like
ILMN_1813641	6.90e-01	1.67e-01	-1.4773967	-5.680989	-0.12102522	TOR4A	torsin family 4 member A
ILMN_3305901	6.90e-01	1.67e-01	-1.4773199	-5.681091	-0.15216109		
ILMN_3166569	6.90e-01	1.67e-01	-1.4772825	-5.681141	-0.0905949		
ILMN_3177176	6.90e-01	1.67e-01	-1.4772782	-5.681147	-0.10501391		
ILMN_1677153	6.90e-01	1.67e-01	1.4772358	-5.681203	0.09998437	OPN1LW	opsin 1 (cone pigments), long-wave-sensitive
ILMN_2292187	6.90e-01	1.67e-01	-1.4772195	-5.681224	-0.0934244	CHN2	chimerin 2
ILMN_1680617	6.90e-01	1.67e-01	1.4771308	-5.681342	0.10111807	PLXNA2	plexin A2
ILMN_2094294	6.90e-01	1.67e-01	1.4768153	-5.681761	0.10147222	NR2E1	nuclear receptor subfamily 2 group E member 1
ILMN_3236812	6.90e-01	1.67e-01	1.4768016	-5.681779	0.09640148		
ILMN_1687276	6.90e-01	1.67e-01	1.4767894	-5.681795	0.08481956		
ILMN_1823952	6.90e-01	1.67e-01	-1.4767819	-5.681805	-0.17717905		
ILMN_1770388	6.90e-01	1.67e-01	-1.4765898	-5.68206	-0.14994378	VPS39	VPS39, HOPS complex subunit
ILMN_1718477	6.90e-01	1.67e-01	-1.4765783	-5.682075	-0.19810147	UPK3A	uroplakin 3A
ILMN_1735438	6.90e-01	1.67e-01	-1.4764958	-5.682184	-0.22460894	GPM6B	glycoprotein M6B
ILMN_1909790	6.91e-01	1.67e-01	1.4763567	-5.682369	0.15369196		
ILMN_2104784	6.91e-01	1.67e-01	1.4763036	-5.682439	0.21709477	FKBP3	FK506 binding protein 3
ILMN_2064355	6.91e-01	1.67e-01	1.4759002	-5.682974	0.17803037	MCF2L2	MCF.2 cell line derived transforming sequence-like 2
ILMN_1773459	6.91e-01	1.67e-01	1.4758864	-5.682992	0.09088167	SOX11	SRY-box 11
ILMN_1866524	6.91e-01	1.67e-01	1.4758782	-5.683003	0.10817109		
ILMN_3245274	6.91e-01	1.67e-01	-1.4758031	-5.683103	-0.09078517	SNORD94	small nucleolar RNA, C/D box 94
ILMN_3306071	6.91e-01	1.67e-01	1.4756879	-5.683256	0.09977305		
ILMN_1733324	6.91e-01	1.67e-01	1.4756447	-5.683313	0.10726689	ITGB3	integrin subunit beta 3
ILMN_3251616	6.91e-01	1.67e-01	1.4756306	-5.683331	0.09402959	KANSL1L	KAT8 regulatory NSL complex subunit 1 like
ILMN_1705774	6.91e-01	1.67e-01	-1.4756221	-5.683343	-0.22255793	TIGD5	tigger transposable element derived 5
ILMN_1738767	6.91e-01	1.67e-01	-1.4755501	-5.683438	-0.24764513	PLP2	proteolipid protein 2
ILMN_1793643	6.91e-01	1.67e-01	-1.4755163	-5.683483	-0.10118983	MRM1	mitochondrial rRNA methyltransferase 1
ILMN_2128358	6.91e-01	1.67e-01	-1.4754449	-5.683578	-0.17773278	TPP2	tripeptidyl peptidase 2
ILMN_1884922	6.91e-01	1.67e-01	-1.4753228	-5.683739	-0.13960372		
ILMN_3239677	6.91e-01	1.67e-01	1.4752368	-5.683853	0.15877298		
ILMN_1877890	6.91e-01	1.67e-01	-1.4749668	-5.684211	-0.11018982		
ILMN_1773228	6.91e-01	1.67e-01	1.4749657	-5.684213	0.15291813	DLST	dihydrolipoamide S-succinyltransferase
ILMN_3242738	6.91e-01	1.67e-01	-1.474938	-5.684249	-0.13693832	ZFP62	ZFP62 zinc finger protein
ILMN_1756674	6.91e-01	1.67e-01	-1.474829	-5.684394	-0.19118053	ATP5EP2	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit pseudogene 2
ILMN_1785919	6.91e-01	1.67e-01	-1.4747871	-5.684449	-0.59004609		
ILMN_1702584	6.91e-01	1.68e-01	-1.4747321	-5.684522	-0.10767164	CCDC172	coiled-coil domain containing 172
ILMN_1718436	6.91e-01	1.68e-01	-1.4746412	-5.684643	-0.10311781		
ILMN_1751062	6.91e-01	1.68e-01	1.4746244	-5.684665	0.7957691	SCARA5	scavenger receptor class A member 5
ILMN_1851092	6.91e-01	1.68e-01	1.4745473	-5.684767	0.16028248		
ILMN_1787980	6.91e-01	1.68e-01	1.4744486	-5.684898	0.13606756	SNORD109B	small nucleolar RNA, C/D box 109B
ILMN_1708482	6.91e-01	1.68e-01	-1.4743428	-5.685038	-0.15077343	TMEM80	transmembrane protein 80
ILMN_3228753	6.91e-01	1.68e-01	-1.4742986	-5.685097	-0.15567958		
ILMN_2312296	6.91e-01	1.68e-01	-1.4742861	-5.685113	-0.16107487	PCBP2	poly(rC) binding protein 2
ILMN_3243705	6.91e-01	1.68e-01	-1.4741172	-5.685337	-0.18497619	PDXDC1	pyridoxal dependent decarboxylase domain containing 1
ILMN_1682989	6.91e-01	1.68e-01	-1.4739729	-5.685528	-0.10031484	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17
ILMN_3219550	6.91e-01	1.68e-01	1.4739501	-5.685558	0.09815354		
ILMN_2115991	6.91e-01	1.68e-01	1.4739142	-5.685606	0.11939439	TNNT1	troponin T1, slow skeletal type
ILMN_1730514	6.91e-01	1.68e-01	-1.4738446	-5.685698	-0.12511594		
ILMN_1720440	6.91e-01	1.68e-01	-1.4738042	-5.685752	-0.10001895	HELQ	helicase, POLQ-like
ILMN_2357701	6.91e-01	1.68e-01	-1.4737934	-5.685766	-0.09558136	FOXP2	forkhead box P2
ILMN_3244176	6.91e-01	1.68e-01	-1.4737376	-5.68584	-0.10120078	MIR100HG	mir-100-let-7a-2 cluster host gene
ILMN_3283253	6.91e-01	1.68e-01	1.473732	-5.685847	0.10191456		
ILMN_1814106	6.91e-01	1.68e-01	1.473691	-5.685902	0.14758068	CYSRT1	cysteine rich tail 1
ILMN_1795704	6.91e-01	1.68e-01	-1.4736381	-5.685972	-0.10123526	KIAA0232	KIAA0232
ILMN_3270846	6.91e-01	1.68e-01	1.4734448	-5.686228	0.09575707		
ILMN_3277082	6.91e-01	1.68e-01	1.4733836	-5.686309	0.13545908		
ILMN_2295844	6.91e-01	1.68e-01	-1.473299	-5.686421	-0.0984555	VAMP1	vesicle associated membrane protein 1
ILMN_1793290	6.91e-01	1.68e-01	-1.473169	-5.686593	-0.32053679	WDR60	WD repeat domain 60
ILMN_1782851	6.92e-01	1.68e-01	1.4729911	-5.686828	0.20931638	TAPBP	TAP binding protein (tapasin)
ILMN_2073969	6.92e-01	1.68e-01	-1.4729844	-5.686837	-0.13807109	ABHD13	abhydrolase domain containing 13
ILMN_1791587	6.92e-01	1.68e-01	1.4729416	-5.686894	0.08708697	OR2Y1	olfactory receptor family 2 subfamily Y member 1
ILMN_3242035	6.92e-01	1.68e-01	1.472777	-5.687112	0.11767102		
ILMN_1652088	6.92e-01	1.68e-01	1.4727023	-5.687211	0.11741041	PAPOLB	poly(A) polymerase beta
ILMN_2406897	6.92e-01	1.68e-01	1.4726254	-5.687312	0.08103083	GRIP2	glutamate receptor interacting protein 2
ILMN_1859428	6.92e-01	1.68e-01	-1.4725177	-5.687455	-0.10431356		
ILMN_1695621	6.92e-01	1.68e-01	-1.4724891	-5.687493	-0.10424045	KRT3	keratin 3
ILMN_3165757	6.92e-01	1.68e-01	1.4723883	-5.687626	0.1099369		
ILMN_1766950	6.92e-01	1.68e-01	-1.4722015	-5.687874	-0.11897449	PCDHB13	protocadherin beta 13
ILMN_1702789	6.92e-01	1.68e-01	1.4721757	-5.687908	0.08032167	KNDC1	kinase non-catalytic C-lobe domain containing 1
ILMN_1655884	6.92e-01	1.68e-01	1.4721288	-5.68797	0.17179892	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
ILMN_1743287	6.92e-01	1.68e-01	1.4720038	-5.688135	0.09988651		
ILMN_1722515	6.92e-01	1.68e-01	-1.4719637	-5.688188	-0.09819489	OR8U8	olfactory receptor family 8 subfamily U member 8
ILMN_1652826	6.92e-01	1.68e-01	-1.4718655	-5.688318	-0.15793333	LRRC17	leucine rich repeat containing 17
ILMN_3252960	6.92e-01	1.68e-01	1.4718455	-5.688345	0.16076307		
ILMN_1752299	6.92e-01	1.68e-01	-1.4717692	-5.688446	-0.14419229	RAB6B	RAB6B, member RAS oncogene family
ILMN_1738410	6.92e-01	1.68e-01	1.47172	-5.688511	0.12094757		
ILMN_3279297	6.92e-01	1.68e-01	-1.4717178	-5.688514	-0.09565256		
ILMN_1738122	6.92e-01	1.68e-01	-1.4717132	-5.68852	-0.14468298		
ILMN_1728707	6.92e-01	1.68e-01	-1.4714729	-5.688838	-0.10274532	COLQ	collagen like tail subunit of asymmetric acetylcholinesterase
ILMN_3243011	6.92e-01	1.68e-01	1.4714656	-5.688847	0.29229108		
ILMN_1665562	6.92e-01	1.68e-01	-1.4714025	-5.688931	-0.15176877	PLIN1	perilipin 1
ILMN_1785644	6.92e-01	1.68e-01	1.4713971	-5.688938	0.15920053	AP5S1	adaptor related protein complex 5 sigma 1 subunit
ILMN_1851492	6.92e-01	1.68e-01	-1.4712384	-5.689148	-0.16326597		
ILMN_3228822	6.92e-01	1.68e-01	1.4712264	-5.689164	0.36773311	NEMP1	nuclear envelope integral membrane protein 1
ILMN_2334243	6.92e-01	1.68e-01	-1.4711853	-5.689218	-0.40968762	CREB1	cAMP responsive element binding protein 1
ILMN_2061768	6.92e-01	1.68e-01	1.4711366	-5.689283	0.09399294	HES7	hes family bHLH transcription factor 7
ILMN_1652952	6.92e-01	1.68e-01	-1.4711347	-5.689285	-0.09364919	RASAL2	RAS protein activator like 2
ILMN_1695601	6.92e-01	1.68e-01	1.4710192	-5.689438	0.19320695		
ILMN_1898627	6.92e-01	1.69e-01	1.470915	-5.689576	0.14848644		
ILMN_1698551	6.92e-01	1.69e-01	1.4708223	-5.689698	0.08715716	RCN1	reticulocalbin 1
ILMN_1693559	6.92e-01	1.69e-01	1.4707889	-5.689743	0.21901565	DOT1L	DOT1 like histone lysine methyltransferase
ILMN_1748257	6.92e-01	1.69e-01	-1.4706517	-5.689924	-0.09846786	TMEM240	transmembrane protein 240
ILMN_1655684	6.92e-01	1.69e-01	-1.4705723	-5.690029	-0.13774065	SARS2	seryl-tRNA synthetase 2, mitochondrial
ILMN_1762181	6.92e-01	1.69e-01	1.4705493	-5.69006	0.09509672	GRK4	G protein-coupled receptor kinase 4
ILMN_2392569	6.92e-01	1.69e-01	-1.4704831	-5.690147	-0.08865009	FPR2	formyl peptide receptor 2
ILMN_1800976	6.92e-01	1.69e-01	-1.4704733	-5.69016	-0.22857791	NFATC3	nuclear factor of activated T-cells 3
ILMN_3241937	6.92e-01	1.69e-01	1.47047	-5.690164	0.08245228	SNORA71D	small nucleolar RNA, H/ACA box 71D
ILMN_1750657	6.92e-01	1.69e-01	1.4704695	-5.690165	0.12801194		
ILMN_3281988	6.92e-01	1.69e-01	-1.4704106	-5.690243	-0.10280022		
ILMN_1740676	6.92e-01	1.69e-01	1.4703917	-5.690268	0.09503352	SLC22A25	solute carrier family 22 member 25
ILMN_1743755	6.92e-01	1.69e-01	1.4703014	-5.690387	0.10116776		
ILMN_1704294	6.92e-01	1.69e-01	1.4700976	-5.690657	0.09769406	CDH3	cadherin 3
ILMN_1670893	6.92e-01	1.69e-01	1.4699941	-5.690794	0.08857373	PSMD12	proteasome 26S subunit, non-ATPase 12
ILMN_1748018	6.92e-01	1.69e-01	1.4698759	-5.69095	0.3096214	GORASP2	golgi reassembly stacking protein 2
ILMN_1782651	6.92e-01	1.69e-01	1.4698695	-5.690958	0.11006354	NLRP14	NLR family pyrin domain containing 14
ILMN_1692696	6.92e-01	1.69e-01	1.4698161	-5.691029	0.09273016		
ILMN_1675092	6.92e-01	1.69e-01	1.4697826	-5.691073	0.1006353	VLDLR	very low density lipoprotein receptor
ILMN_1656546	6.92e-01	1.69e-01	-1.4696996	-5.691183	-0.11285576	ARHGEF11	Rho guanine nucleotide exchange factor 11
ILMN_2336982	6.92e-01	1.69e-01	1.4696786	-5.691211	0.12913175	NPTN	neuroplastin
ILMN_1803192	6.92e-01	1.69e-01	-1.4694878	-5.691463	-0.10990162	WDR76	WD repeat domain 76
ILMN_1654313	6.92e-01	1.69e-01	-1.4694867	-5.691464	-0.11961608		
ILMN_2075436	6.92e-01	1.69e-01	1.4694709	-5.691485	0.40217642	PDIA3P1	protein disulfide isomerase family A member 3 pseudogene 1
ILMN_1660927	6.92e-01	1.69e-01	-1.4694143	-5.69156	-0.0864889		
ILMN_3240308	6.92e-01	1.69e-01	-1.4693986	-5.691581	-0.10444394		
ILMN_1697620	6.92e-01	1.69e-01	1.4693452	-5.691652	0.10353922	KCNJ4	potassium voltage-gated channel subfamily J member 4
ILMN_2097858	6.92e-01	1.69e-01	-1.4693012	-5.69171	-0.3040837	CIPC	CLOCK interacting pacemaker
ILMN_1670723	6.93e-01	1.69e-01	1.4689189	-5.692215	0.18600321	MSL3	male-specific lethal 3 homolog (Drosophila)
ILMN_2389970	6.93e-01	1.69e-01	1.4684262	-5.692866	0.12349323		
ILMN_1831214	6.93e-01	1.69e-01	-1.4684155	-5.69288	-0.12111097		
ILMN_1674538	6.93e-01	1.69e-01	-1.4683898	-5.692914	-0.09365526		
ILMN_1811544	6.93e-01	1.69e-01	1.4682491	-5.6931	0.13891876		
ILMN_1799082	6.93e-01	1.69e-01	-1.4682112	-5.69315	-0.11798133	ZNF609	zinc finger protein 609
ILMN_1653342	6.93e-01	1.69e-01	-1.4681653	-5.693211	-0.11541353	DUS1L	dihydrouridine synthase 1 like
ILMN_1664289	6.93e-01	1.69e-01	1.4681476	-5.693234	0.09861221		
ILMN_1791820	6.93e-01	1.69e-01	-1.468141	-5.693243	-0.16383771	ZNF768	zinc finger protein 768
ILMN_1821541	6.93e-01	1.69e-01	-1.4680474	-5.693367	-0.14997778		
ILMN_1752027	6.93e-01	1.69e-01	-1.4678271	-5.693658	-0.12355788	UBE3B	ubiquitin protein ligase E3B
ILMN_1815083	6.93e-01	1.69e-01	1.4677274	-5.693789	0.11602159	NELFA	negative elongation factor complex member A
ILMN_1705763	6.93e-01	1.69e-01	-1.4677129	-5.693808	-0.34956249	SCT	secretin
ILMN_1678494	6.93e-01	1.69e-01	1.467703	-5.693821	0.18311642	ZNF438	zinc finger protein 438
ILMN_1717695	6.93e-01	1.69e-01	-1.4674395	-5.694169	-0.09838757	IGFL4	IGF like family member 4
ILMN_3287493	6.93e-01	1.69e-01	-1.4673808	-5.694247	-0.22939552		
ILMN_2397602	6.93e-01	1.69e-01	1.4673026	-5.69435	0.09795376	ERBB3	erb-b2 receptor tyrosine kinase 3
ILMN_3251242	6.93e-01	1.70e-01	-1.467173	-5.694521	-0.09694441	CLMN	calmin
ILMN_1676718	6.93e-01	1.70e-01	-1.4671277	-5.694581	-0.1043189	ADGRE5	adhesion G protein-coupled receptor E5
ILMN_1713935	6.94e-01	1.70e-01	1.466881	-5.694907	0.12148726	C3orf33	chromosome 3 open reading frame 33
ILMN_3308148	6.94e-01	1.70e-01	-1.4668736	-5.694917	-0.10839519	MIR612	microRNA 612
ILMN_1809894	6.94e-01	1.70e-01	-1.4668336	-5.694969	-0.09023205	TMEM117	transmembrane protein 117
ILMN_2285618	6.94e-01	1.70e-01	-1.4667088	-5.695134	-0.14910508	DIP2A	disco interacting protein 2 homolog A
ILMN_1799589	6.94e-01	1.70e-01	-1.4666514	-5.69521	-0.13189327	NOXA1	NADPH oxidase activator 1
ILMN_1743829	6.94e-01	1.70e-01	-1.4665134	-5.695392	-0.14826211	ATXN2	ataxin 2
ILMN_1675651	6.94e-01	1.70e-01	1.4664797	-5.695437	0.10635781	MAGEA6	MAGE family member A6
ILMN_1761457	6.94e-01	1.70e-01	-1.4664738	-5.695445	-0.12086115		
ILMN_1656927	6.94e-01	1.70e-01	-1.4664344	-5.695496	-0.10608268	SEMA5A	semaphorin 5A
ILMN_1715838	6.94e-01	1.70e-01	1.4660371	-5.696021	0.12218319		
ILMN_2129397	6.94e-01	1.70e-01	-1.466011	-5.696055	-0.08806352	POU2F3	POU class 2 homeobox 3
ILMN_2335264	6.94e-01	1.70e-01	1.4660018	-5.696067	0.10575373	BCO2	beta-carotene oxygenase 2
ILMN_1676613	6.94e-01	1.70e-01	1.4659414	-5.696147	0.08782218	AKAIN1	A kinase (PRKA) anchor inhibitor 1
ILMN_1694742	6.94e-01	1.70e-01	-1.4659313	-5.69616	-0.11229179	RPS29	ribosomal protein S29
ILMN_3246604	6.94e-01	1.70e-01	-1.4658951	-5.696208	-0.1218067	IPW	imprinted in Prader-Willi syndrome (non-protein coding)
ILMN_1762185	6.94e-01	1.70e-01	1.4658636	-5.69625	0.10491892		
ILMN_1786895	6.94e-01	1.70e-01	1.4657488	-5.696401	0.16290582	KATNAL1	katanin catalytic subunit A1 like 1
ILMN_1810785	6.94e-01	1.70e-01	1.4656536	-5.696527	0.27028828	RNF11	ring finger protein 11
ILMN_3248232	6.94e-01	1.70e-01	1.4655969	-5.696602	0.15901117	SNORA2A	small nucleolar RNA, H/ACA box 2A
ILMN_1763333	6.94e-01	1.70e-01	1.4652847	-5.697014	0.11608767		
ILMN_1861437	6.94e-01	1.70e-01	1.4652508	-5.697059	0.12000798		
ILMN_3246330	6.94e-01	1.70e-01	-1.4651921	-5.697136	-0.17229607		
ILMN_2256081	6.94e-01	1.70e-01	-1.4650858	-5.697276	-0.10347308	DNASE1L1	deoxyribonuclease 1 like 1
ILMN_2218277	6.94e-01	1.70e-01	-1.4650284	-5.697352	-0.35375651	RPS2	ribosomal protein S2
ILMN_1751901	6.94e-01	1.70e-01	-1.4649854	-5.697409	-0.12437141	TMEM163	transmembrane protein 163
ILMN_1667362	6.94e-01	1.70e-01	1.4648221	-5.697624	0.12170221	GABRB2	gamma-aminobutyric acid type A receptor beta2 subunit
ILMN_1729645	6.94e-01	1.70e-01	1.4647518	-5.697717	0.16139924	BBC3	BCL2 binding component 3
ILMN_1798528	6.95e-01	1.70e-01	1.4646334	-5.697873	0.17665058	SULT1A2	sulfotransferase family 1A member 2
ILMN_1746116	6.95e-01	1.70e-01	1.4641471	-5.698514	0.10973847	OCA2	OCA2 melanosomal transmembrane protein
ILMN_1787762	6.95e-01	1.70e-01	-1.4641426	-5.69852	-0.14910612	HEATR1	HEAT repeat containing 1
ILMN_3199052	6.95e-01	1.70e-01	-1.4640901	-5.698589	-0.10302505		
ILMN_1788349	6.95e-01	1.70e-01	1.4640068	-5.698699	0.13234283	TMEM202	transmembrane protein 202
ILMN_1752867	6.95e-01	1.70e-01	1.4639483	-5.698776	0.08852646	TAS2R5	taste 2 receptor member 5
ILMN_3245591	6.95e-01	1.70e-01	1.4639446	-5.698781	0.09164728	DIO3OS	DIO3 opposite strand/antisense RNA (head to head)
ILMN_1655842	6.95e-01	1.70e-01	1.4638287	-5.698934	0.16203089		
ILMN_3257273	6.95e-01	1.70e-01	1.4637009	-5.699103	0.1351362		
ILMN_1656144	6.95e-01	1.70e-01	1.4634995	-5.699368	0.09005892	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2
ILMN_2408430	6.95e-01	1.71e-01	1.4634253	-5.699466	0.11720941	LARGE1	LARGE xylosyl- and glucuronyltransferase 1
ILMN_1696035	6.95e-01	1.71e-01	1.4631811	-5.699788	0.10259652	ERP29	endoplasmic reticulum protein 29
ILMN_1715708	6.95e-01	1.71e-01	1.4631765	-5.699794	0.07884567		
ILMN_1675188	6.95e-01	1.71e-01	1.4630885	-5.69991	0.12293376		
ILMN_1803060	6.95e-01	1.71e-01	1.4630361	-5.699979	0.16150883	MAML1	mastermind like transcriptional coactivator 1
ILMN_1712487	6.95e-01	1.71e-01	-1.4629893	-5.700041	-0.21497285	EIF2D	eukaryotic translation initiation factor 2D
ILMN_3211954	6.95e-01	1.71e-01	-1.462893	-5.700167	-0.09901134		
ILMN_2368188	6.95e-01	1.71e-01	-1.4628871	-5.700175	-0.10008896	TRPV6	transient receptor potential cation channel subfamily V member 6
ILMN_1807126	6.96e-01	1.71e-01	1.4627073	-5.700412	0.11911716		
ILMN_1689953	6.96e-01	1.71e-01	1.4625752	-5.700586	0.35009033	CD81	CD81 molecule
ILMN_1726368	6.96e-01	1.71e-01	-1.4624651	-5.700731	-0.15187884	ZNF135	zinc finger protein 135
ILMN_1744937	6.96e-01	1.71e-01	-1.4624133	-5.7008	-0.10047257	PTPRM	protein tyrosine phosphatase, receptor type M
ILMN_3214945	6.96e-01	1.71e-01	1.4622221	-5.701051	0.09832536		
ILMN_3306869	6.96e-01	1.71e-01	-1.4621514	-5.701145	-0.09602095		
ILMN_2178116	6.96e-01	1.71e-01	1.4621377	-5.701163	0.10027003	MMP20	matrix metallopeptidase 20
ILMN_1700074	6.96e-01	1.71e-01	-1.4620739	-5.701247	-0.11391456	SNORA62	small nucleolar RNA, H/ACA box 62
ILMN_1789871	6.96e-01	1.71e-01	1.4620601	-5.701265	0.09348379		
ILMN_1683697	6.96e-01	1.71e-01	-1.4620289	-5.701306	-0.10533119		
ILMN_1728019	6.96e-01	1.71e-01	1.4619509	-5.701409	0.44139942	PML	promyelocytic leukemia
ILMN_1676265	6.96e-01	1.71e-01	1.4618074	-5.701598	0.10122411	LEPR	leptin receptor
ILMN_1665824	6.96e-01	1.71e-01	-1.4617742	-5.701642	-0.09442105		
ILMN_1687567	6.96e-01	1.71e-01	-1.4617475	-5.701677	-0.13600717	CUX1	cut like homeobox 1
ILMN_1779177	6.96e-01	1.71e-01	-1.4617121	-5.701723	-0.32940653	U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4
ILMN_1700998	6.96e-01	1.71e-01	1.4616927	-5.701749	0.10407952	SHANK2	SH3 and multiple ankyrin repeat domains 2
ILMN_1751395	6.96e-01	1.71e-01	-1.4616562	-5.701797	-0.09925404	KRI1	KRI1 homolog
ILMN_1669634	6.96e-01	1.71e-01	-1.4616546	-5.701799	-0.10364768		
ILMN_1701237	6.96e-01	1.71e-01	1.4616344	-5.701826	0.13780151	SH2D1B	SH2 domain containing 1B
ILMN_1811387	6.96e-01	1.71e-01	1.4613855	-5.702154	0.11540408	TFF3	trefoil factor 3
ILMN_3238486	6.96e-01	1.71e-01	1.461307	-5.702257	0.1051057		
ILMN_1691467	6.96e-01	1.71e-01	-1.4612994	-5.702267	-0.11240526	GSX1	GS homeobox 1
ILMN_1910294	6.96e-01	1.71e-01	1.4611801	-5.702424	0.14910352		
ILMN_2381994	6.96e-01	1.71e-01	1.4611399	-5.702477	0.1254998	ZFYVE9	zinc finger FYVE-type containing 9
ILMN_3225058	6.96e-01	1.71e-01	1.4610945	-5.702537	0.10928017	SHISA9	shisa family member 9
ILMN_2406410	6.96e-01	1.71e-01	1.4609656	-5.702706	0.22626981	RHBDD2	rhomboid domain containing 2
ILMN_1898826	6.96e-01	1.71e-01	-1.4608923	-5.702803	-0.08271182		
ILMN_1907054	6.96e-01	1.71e-01	-1.4607933	-5.702933	-0.09903107		
ILMN_1778136	6.96e-01	1.71e-01	-1.4607147	-5.703037	-0.21117923	ZMYND15	zinc finger MYND-type containing 15
ILMN_2288232	6.96e-01	1.71e-01	-1.4605967	-5.703192	-0.15540145	PHKB	phosphorylase kinase regulatory subunit beta
ILMN_1703324	6.96e-01	1.71e-01	-1.4605535	-5.703249	-0.10605151	PDSS1	prenyl (decaprenyl) diphosphate synthase, subunit 1
ILMN_1848815	6.96e-01	1.71e-01	-1.4605364	-5.703271	-0.13964121		
ILMN_1758424	6.96e-01	1.71e-01	-1.4604579	-5.703375	-0.09085089		
ILMN_1763749	6.96e-01	1.71e-01	-1.4604226	-5.703421	-0.10987514	GUCA2A	guanylate cyclase activator 2A
ILMN_2400874	6.96e-01	1.71e-01	1.4604206	-5.703424	0.17927197	SCYL1	SCY1 like pseudokinase 1
ILMN_1751044	6.96e-01	1.71e-01	-1.4602988	-5.703584	-0.16131959		
ILMN_1709142	6.96e-01	1.71e-01	1.4602781	-5.703612	0.10231005	PURA	purine rich element binding protein A
ILMN_1676893	6.96e-01	1.71e-01	-1.4602264	-5.70368	-0.42645008	ADCY3	adenylate cyclase 3
ILMN_1785266	6.96e-01	1.71e-01	1.4601055	-5.703839	0.4916701	OFD1	OFD1, centriole and centriolar satellite protein
ILMN_1805007	6.96e-01	1.71e-01	-1.4599807	-5.704003	-0.13022642	SEMA4F	ssemaphorin 4F
ILMN_1838655	6.96e-01	1.71e-01	1.4598586	-5.704164	0.13746682		
ILMN_1797656	6.97e-01	1.72e-01	-1.4593799	-5.704794	-0.12718971	ASCC3	activating signal cointegrator 1 complex subunit 3
ILMN_1657139	6.97e-01	1.72e-01	-1.4592035	-5.705026	-0.13831832	ADAT1	adenosine deaminase, tRNA specific 1
ILMN_3293182	6.97e-01	1.72e-01	1.4591629	-5.705079	0.08756257		
ILMN_1889878	6.97e-01	1.72e-01	1.4591237	-5.705131	0.36837732		
ILMN_1843949	6.97e-01	1.72e-01	-1.4591029	-5.705158	-0.25193896	HMBOX1	homeobox containing 1
ILMN_2313889	6.97e-01	1.72e-01	-1.4590632	-5.70521	-0.57279629	ZNF682	zinc finger protein 682
ILMN_1764503	6.97e-01	1.72e-01	-1.4589854	-5.705313	-0.23312098		
ILMN_1788787	6.97e-01	1.72e-01	-1.4589587	-5.705348	-0.09460486	EFCAB11	EF-hand calcium binding domain 11
ILMN_1657701	6.97e-01	1.72e-01	-1.4589515	-5.705357	-0.42870099		
ILMN_2310019	6.97e-01	1.72e-01	1.4587934	-5.705565	0.10151508	ZNF565	zinc finger protein 565
ILMN_1670707	6.97e-01	1.72e-01	-1.4587729	-5.705592	-0.10768709	SPATA32	spermatogenesis associated 32
ILMN_1656920	6.97e-01	1.72e-01	1.45877	-5.705596	0.42000192	CRIP1	cysteine rich protein 1
ILMN_1807652	6.97e-01	1.72e-01	1.458694	-5.705696	0.09614682	STRA6	stimulated by retinoic acid 6
ILMN_1745884	6.97e-01	1.72e-01	-1.4586667	-5.705732	-0.10067022		
ILMN_2181867	6.97e-01	1.72e-01	-1.4585975	-5.705823	-0.09830726	ANKRD20A8P	ankyrin repeat domain 20 family member A8, pseudogene
ILMN_2132809	6.97e-01	1.72e-01	-1.4584944	-5.705958	-0.30594381	ARHGEF10	Rho guanine nucleotide exchange factor 10
ILMN_2370692	6.97e-01	1.72e-01	-1.4584909	-5.705963	-0.17186826	ANKZF1	ankyrin repeat and zinc finger domain containing 1
ILMN_1727825	6.97e-01	1.72e-01	1.458288	-5.70623	0.1532012		
ILMN_1710312	6.97e-01	1.72e-01	1.4580188	-5.706584	0.11319915	TMEM31	transmembrane protein 31
ILMN_1745542	6.97e-01	1.72e-01	-1.458007	-5.706599	-0.09299258		
ILMN_3245517	6.97e-01	1.72e-01	-1.4580011	-5.706607	-0.2923758		
ILMN_1716278	6.97e-01	1.72e-01	1.4577675	-5.706914	0.0831686	LYNX1	Ly6/neurotoxin 1
ILMN_2226691	6.97e-01	1.72e-01	-1.4576787	-5.707031	-0.09983795	C7orf61	chromosome 7 open reading frame 61
