ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1666490	9.87e-01	8.88e-01	0.1436561	-6.74015	0.01365215	DST	dystonin
ILMN_1659659	9.87e-01	8.88e-01	0.1435056	-6.740173	0.01270991	MAGEH1	MAGE family member H1
ILMN_2326793	9.87e-01	8.88e-01	0.1435014	-6.740174	0.00995772	NUP98	nucleoporin 98
ILMN_2085258	9.87e-01	8.88e-01	-0.1434137	-6.740187	-0.01149584	OR4D10	olfactory receptor family 4 subfamily D member 10
ILMN_1847602	9.87e-01	8.88e-01	-0.1433936	-6.740191	-0.01038239	HAR1A	highly accelerated region 1A (non-protein coding)
ILMN_1872104	9.87e-01	8.89e-01	-0.1433517	-6.740197	-0.00937716		
ILMN_1653761	9.87e-01	8.89e-01	0.1433154	-6.740203	0.01001781	MYCN	v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog
ILMN_1744835	9.87e-01	8.89e-01	0.1432846	-6.740207	0.02081185	MRPL21	mitochondrial ribosomal protein L21
ILMN_1691021	9.87e-01	8.89e-01	-0.1432185	-6.740217	-0.00943599		
ILMN_1801044	9.87e-01	8.89e-01	0.1431961	-6.740221	0.00834382	DOCK4	dedicator of cytokinesis 4
ILMN_3311055	9.87e-01	8.89e-01	-0.1431458	-6.740229	-0.01383571	MIR1257	microRNA 1257
ILMN_1784367	9.87e-01	8.89e-01	0.1431367	-6.74023	0.01302788	HSPD1	heat shock protein family D (Hsp60) member 1
ILMN_1723788	9.87e-01	8.89e-01	-0.143112	-6.740234	-0.01241471		
ILMN_1764969	9.87e-01	8.89e-01	0.1431013	-6.740235	0.008216		
ILMN_2319228	9.87e-01	8.89e-01	0.1430971	-6.740236	0.01107263	CSMD3	CUB and Sushi multiple domains 3
ILMN_2287535	9.87e-01	8.89e-01	-0.1430887	-6.740237	-0.00738277		
ILMN_1674380	9.87e-01	8.89e-01	-0.1430832	-6.740238	-0.00935487	TRPC1	transient receptor potential cation channel subfamily C member 1
ILMN_1681569	9.87e-01	8.89e-01	0.1430725	-6.74024	0.01044234		
ILMN_1756093	9.87e-01	8.89e-01	-0.1430534	-6.740243	-0.01040853	TCEAL4	transcription elongation factor A like 4
ILMN_1695900	9.87e-01	8.89e-01	0.1430297	-6.740246	0.01076451	TNFSF11	tumor necrosis factor superfamily member 11
ILMN_1668986	9.87e-01	8.89e-01	0.143021	-6.740248	0.01319382	PRELID2	PRELI domain containing 2
ILMN_2363027	9.87e-01	8.89e-01	-0.14297	-6.740256	-0.04162466	RAD51	RAD51 recombinase
ILMN_1759948	9.87e-01	8.89e-01	0.1429105	-6.740265	0.01864654		
ILMN_1651903	9.87e-01	8.89e-01	-0.1429001	-6.740266	-0.01103557		
ILMN_1739236	9.87e-01	8.89e-01	-0.1428941	-6.740267	-0.01784363	ZNF668	zinc finger protein 668
ILMN_1881075	9.87e-01	8.89e-01	-0.1428832	-6.740269	-0.01139168		
ILMN_1720561	9.87e-01	8.89e-01	0.142867	-6.740271	0.00889918	C1orf226	chromosome 1 open reading frame 226
ILMN_1667449	9.87e-01	8.89e-01	0.1428523	-6.740274	0.01246247	GCSAM	germinal center associated signaling and motility
ILMN_2220978	9.87e-01	8.89e-01	-0.1428302	-6.740277	-0.00804099	NR0B2	nuclear receptor subfamily 0 group B member 2
ILMN_1732913	9.87e-01	8.89e-01	0.1428202	-6.740279	0.01305693	LRP6	LDL receptor related protein 6
ILMN_1746376	9.87e-01	8.89e-01	-0.1428108	-6.74028	-0.00980094	SCARA3	scavenger receptor class A member 3
ILMN_1658758	9.87e-01	8.89e-01	-0.1428065	-6.740281	-0.01214984	NPB	neuropeptide B
ILMN_1682772	9.87e-01	8.89e-01	0.1427202	-6.740294	0.01015291		
ILMN_1782897	9.87e-01	8.89e-01	0.1426978	-6.740297	0.0187755	CAPRIN1	cell cycle associated protein 1
ILMN_1725311	9.87e-01	8.89e-01	-0.1426798	-6.7403	-0.10081373	GCGR	glucagon receptor
ILMN_1653738	9.87e-01	8.89e-01	-0.142674	-6.740301	-0.01651021	INTS4	integrator complex subunit 4
ILMN_3238466	9.87e-01	8.89e-01	0.1426504	-6.740304	0.01044683		
ILMN_1697503	9.87e-01	8.89e-01	-0.1425995	-6.740312	-0.02583721	DHX29	DEAH-box helicase 29
ILMN_1718646	9.87e-01	8.89e-01	0.1425048	-6.740327	0.01201834	MMP15	matrix metallopeptidase 15
ILMN_1661853	9.87e-01	8.89e-01	-0.142446	-6.740336	-0.01235779		
ILMN_1683858	9.87e-01	8.89e-01	-0.1424459	-6.740336	-0.00813108	EFCAB6	EF-hand calcium binding domain 6
ILMN_2137208	9.87e-01	8.89e-01	0.1424341	-6.740338	0.01017685	GOLT1A	golgi transport 1A
ILMN_1692481	9.87e-01	8.89e-01	0.1424283	-6.740338	0.01307891		
ILMN_3242654	9.87e-01	8.89e-01	-0.1424075	-6.740342	-0.0110855		
ILMN_1792094	9.87e-01	8.89e-01	0.1423114	-6.740356	0.01052731	TMEM63C	transmembrane protein 63C
ILMN_2151281	9.87e-01	8.90e-01	-0.1420406	-6.740398	-0.03176838	GABARAPL1	GABA type A receptor associated protein like 1
ILMN_1743187	9.87e-01	8.90e-01	-0.1420167	-6.740401	-0.0111033	C6orf120	chromosome 6 open reading frame 120
ILMN_2123683	9.87e-01	8.90e-01	0.1420074	-6.740403	0.01291834		
ILMN_1694707	9.87e-01	8.90e-01	-0.1419893	-6.740405	-0.01152628		
ILMN_1814575	9.87e-01	8.90e-01	0.1419395	-6.740413	0.01142711		
ILMN_1908840	9.87e-01	8.90e-01	0.1419368	-6.740413	0.01376382		
ILMN_1782441	9.87e-01	8.90e-01	-0.1419271	-6.740415	-0.01559246	CDKL2	cyclin dependent kinase like 2
ILMN_1853210	9.87e-01	8.90e-01	-0.1418606	-6.740425	-0.01136101		
ILMN_1754233	9.87e-01	8.90e-01	0.1417997	-6.740434	0.01316558	ITGB1	integrin subunit beta 1
ILMN_3228369	9.87e-01	8.90e-01	-0.1417579	-6.74044	-0.01074809		
ILMN_1660942	9.87e-01	8.90e-01	-0.1417489	-6.740442	-0.01520782		
ILMN_2279645	9.87e-01	8.90e-01	-0.1417305	-6.740445	-0.01339038		
ILMN_1670255	9.87e-01	8.90e-01	-0.1417102	-6.740448	-0.01309445	MAGEA9B	MAGE family member A9B
ILMN_3232289	9.87e-01	8.90e-01	-0.1416609	-6.740455	-0.01021819	FAM86B3P	family with sequence similarity 86, member A pseudogene
ILMN_1651712	9.87e-01	8.90e-01	-0.1416414	-6.740458	-0.0133285	RBM11	RNA binding motif protein 11
ILMN_1708729	9.87e-01	8.90e-01	-0.1416081	-6.740463	-0.00971577		
ILMN_1911420	9.87e-01	8.90e-01	0.1415698	-6.740469	0.00905452		
ILMN_1687526	9.87e-01	8.90e-01	-0.1415626	-6.74047	-0.01574248		
ILMN_1665832	9.87e-01	8.90e-01	0.1415503	-6.740472	0.01029524	ID1	inhibitor of DNA binding 1, HLH protein
ILMN_3235862	9.87e-01	8.90e-01	0.1414385	-6.740489	0.01123947		
ILMN_2052079	9.87e-01	8.90e-01	0.1414381	-6.740489	0.01210492	ZNF544	zinc finger protein 544
ILMN_1668080	9.87e-01	8.90e-01	0.1414285	-6.74049	0.01466766		
ILMN_1653527	9.87e-01	8.90e-01	0.1414248	-6.740491	0.01179317		
ILMN_2377829	9.87e-01	8.90e-01	-0.1414035	-6.740494	-0.01644033		
ILMN_2287296	9.87e-01	8.90e-01	0.1413664	-6.7405	0.01453421	SYF2	SYF2 pre-mRNA splicing factor
ILMN_2173719	9.87e-01	8.90e-01	0.1413658	-6.7405	0.01167581	DEFB114	defensin beta 114
ILMN_1687986	9.87e-01	8.90e-01	-0.1413321	-6.740505	-0.01115662	SLC6A20	solute carrier family 6 member 20
ILMN_2134855	9.87e-01	8.90e-01	-0.1413311	-6.740505	-0.0123874	PIN4P1	peptidylprolyl cis/trans isomerase, NIMA-interacting 4 pseudogene 1
ILMN_1698365	9.87e-01	8.90e-01	-0.1413141	-6.740508	-0.01140848	NHLRC3	NHL repeat containing 3
ILMN_1671123	9.87e-01	8.90e-01	-0.1413118	-6.740508	-0.01936694		
ILMN_2259949	9.87e-01	8.90e-01	-0.1412884	-6.740512	-0.01481603	BCKDHB	branched chain keto acid dehydrogenase E1 subunit beta
ILMN_3309960	9.87e-01	8.90e-01	-0.14123	-6.740521	-0.00977369	MIR363	microRNA 363
ILMN_3276676	9.87e-01	8.90e-01	-0.141229	-6.740521	-0.01516697		
ILMN_1773347	9.87e-01	8.90e-01	-0.1412217	-6.740522	-0.0092758	CARD14	caspase recruitment domain family member 14
ILMN_1713351	9.87e-01	8.90e-01	-0.1410988	-6.74054	-0.01042963	SATL1	spermidine/spermine N1-acetyl transferase-like 1
ILMN_3233010	9.87e-01	8.90e-01	-0.141051	-6.740548	-0.01221206	ZFAS1	ZNFX1 antisense RNA 1
ILMN_1657436	9.87e-01	8.90e-01	-0.1410361	-6.74055	-0.02129978	FGFR1OP2	FGFR1 oncogene partner 2
ILMN_1705904	9.87e-01	8.90e-01	0.1410315	-6.740551	0.0105691		
ILMN_1791280	9.87e-01	8.90e-01	-0.1410186	-6.740553	-0.01329128	HSPB8	heat shock protein family B (small) member 8
ILMN_3304219	9.87e-01	8.90e-01	-0.1410146	-6.740553	-0.01041453		
ILMN_2415911	9.87e-01	8.90e-01	0.140917	-6.740568	0.01288279	ENOX2	ecto-NOX disulfide-thiol exchanger 2
ILMN_3236149	9.87e-01	8.90e-01	-0.1408038	-6.740585	-0.01199393	SNORD58A	small nucleolar RNA, C/D box 58A
ILMN_1825842	9.87e-01	8.91e-01	-0.1407897	-6.740587	-0.0124114		
ILMN_1753388	9.87e-01	8.91e-01	0.1407768	-6.740589	0.01076325	ABCA10	ATP binding cassette subfamily A member 10
ILMN_1706000	9.87e-01	8.91e-01	0.1407698	-6.74059	0.0134004		
ILMN_3240783	9.87e-01	8.91e-01	0.1407313	-6.740596	0.0081357		
ILMN_1747573	9.87e-01	8.91e-01	0.1406546	-6.740607	0.01615924		
ILMN_1755004	9.87e-01	8.91e-01	-0.1405585	-6.740622	-0.00933451	SNORD27	small nucleolar RNA, C/D box 27
ILMN_1654602	9.87e-01	8.91e-01	0.1405568	-6.740622	0.01099435	SDHAP1	succinate dehydrogenase complex flavoprotein subunit A pseudogene 1
ILMN_1768933	9.87e-01	8.91e-01	0.1405061	-6.74063	0.00877991		
ILMN_1653829	9.87e-01	8.91e-01	0.1404971	-6.740631	0.0135528		
ILMN_3308183	9.87e-01	8.91e-01	-0.1404513	-6.740638	-0.00872193	SNORD113-5	small nucleolar RNA, C/D box 113-5
ILMN_1698849	9.87e-01	8.91e-01	-0.1404245	-6.740642	-0.01108904	CHRNA2	cholinergic receptor nicotinic alpha 2 subunit
ILMN_1741843	9.87e-01	8.91e-01	-0.1402681	-6.740666	-0.01528433	RD3	retinal degeneration 3
ILMN_3249216	9.87e-01	8.91e-01	0.1402583	-6.740667	0.01057595	PDX1	pancreatic and duodenal homeobox 1
ILMN_1677402	9.87e-01	8.91e-01	0.1401867	-6.740678	0.01410219	C11orf96	chromosome 11 open reading frame 96
ILMN_1722479	9.87e-01	8.91e-01	0.1401724	-6.74068	0.01140837		
ILMN_1732150	9.87e-01	8.91e-01	-0.1401467	-6.740684	-0.01377166	KIAA0101	KIAA0101
ILMN_3260017	9.87e-01	8.91e-01	-0.140141	-6.740685	-0.01032687	HNRNPK	heterogeneous nuclear ribonucleoprotein K
ILMN_3228393	9.87e-01	8.91e-01	0.1401054	-6.74069	0.01174768	LOC728752	uncharacterized LOC728752
ILMN_3237598	9.87e-01	8.91e-01	0.1400688	-6.740696	0.01068393	LINC00115	long intergenic non-protein coding RNA 115
ILMN_1784294	9.87e-01	8.91e-01	0.1400519	-6.740698	0.01323744	CPA4	carboxypeptidase A4
ILMN_1763941	9.87e-01	8.91e-01	0.1400306	-6.740701	0.01032389	LRRC49	leucine rich repeat containing 49
ILMN_1673337	9.87e-01	8.91e-01	-0.1399954	-6.740707	-0.01194247	PMS2CL	PMS2 C-terminal like pseudogene
ILMN_1756443	9.87e-01	8.91e-01	0.1399917	-6.740707	0.01046145	INHA	inhibin alpha subunit
ILMN_3235234	9.87e-01	8.91e-01	0.139966	-6.740711	0.00988802	LOC727924	uncharacterized LOC727924
ILMN_3292168	9.87e-01	8.91e-01	0.1398524	-6.740728	0.01258437		
ILMN_1770442	9.87e-01	8.91e-01	0.1398452	-6.740729	0.01016126	OR52N1	olfactory receptor family 52 subfamily N member 1
ILMN_1742981	9.87e-01	8.91e-01	0.1398447	-6.740729	0.0423634	TUBA1A	tubulin alpha 1a
ILMN_1747303	9.87e-01	8.91e-01	-0.1398435	-6.740729	-0.02340759	DDX39A	DEAD-box helicase 39A
ILMN_1794932	9.87e-01	8.91e-01	-0.1398245	-6.740732	-0.01129321		
ILMN_3292585	9.87e-01	8.91e-01	0.1398023	-6.740736	0.01197942		
ILMN_1833142	9.87e-01	8.91e-01	0.1397897	-6.740737	0.009211		
ILMN_3251217	9.87e-01	8.91e-01	-0.139732	-6.740746	-0.02802709	PDXDC2P	pyridoxal dependent decarboxylase domain containing 2, pseudogene
ILMN_2412807	9.87e-01	8.91e-01	-0.1396992	-6.740751	-0.02615788	DCTN1	dynactin subunit 1
ILMN_1834317	9.87e-01	8.91e-01	0.1396833	-6.740753	0.01148591		
ILMN_1654726	9.87e-01	8.91e-01	-0.1396755	-6.740755	-0.00931539		
ILMN_1709434	9.87e-01	8.91e-01	-0.139659	-6.740757	-0.00861451	VIT	vitrin
ILMN_3239198	9.87e-01	8.91e-01	0.139592	-6.740767	0.01263318		
ILMN_1764782	9.87e-01	8.91e-01	-0.1395832	-6.740768	-0.01139981	SCART1	scavenger receptor protein family member
ILMN_1686410	9.87e-01	8.91e-01	-0.1395316	-6.740776	-0.00903062		
ILMN_1894710	9.87e-01	8.92e-01	-0.1395022	-6.74078	-0.01250459		
ILMN_3308025	9.87e-01	8.92e-01	-0.1394985	-6.740781	-0.01124948	MIR1913	microRNA 1913
ILMN_1894484	9.87e-01	8.92e-01	0.1394873	-6.740783	0.00963405		
ILMN_2215881	9.87e-01	8.92e-01	0.1394748	-6.740785	0.01138285	ARHGAP11B	Rho GTPase activating protein 11B
ILMN_2192245	9.87e-01	8.92e-01	0.1394369	-6.74079	0.01525482	PLN	phospholamban
ILMN_1859030	9.87e-01	8.92e-01	-0.139348	-6.740804	-0.01417897	CACNA1C-AS4	CACNA1C antisense RNA 4
ILMN_1769195	9.87e-01	8.92e-01	-0.1393324	-6.740806	-0.00993903	ERC2	ELKS/RAB6-interacting/CAST family member 2
ILMN_3279210	9.87e-01	8.92e-01	-0.1393321	-6.740806	-0.0117013		
ILMN_1867423	9.87e-01	8.92e-01	0.1393251	-6.740807	0.01281804		
ILMN_1801491	9.87e-01	8.92e-01	-0.1391553	-6.740832	-0.01445158	SLC26A2	solute carrier family 26 member 2
ILMN_1651453	9.87e-01	8.92e-01	-0.1391205	-6.740837	-0.01224824		
ILMN_2402558	9.87e-01	8.92e-01	0.1390772	-6.740844	0.00928368	ZHX1	zinc fingers and homeoboxes 1
ILMN_1680888	9.87e-01	8.92e-01	0.1390738	-6.740844	0.00919702	EML6	echinoderm microtubule associated protein like 6
ILMN_1702821	9.87e-01	8.92e-01	-0.1390502	-6.740848	-0.00760915	TTLL7	tubulin tyrosine ligase like 7
ILMN_1804820	9.87e-01	8.92e-01	0.1390221	-6.740852	0.01857854	ZNF431	zinc finger protein 431
ILMN_1728355	9.87e-01	8.92e-01	-0.1389903	-6.740857	-0.02000748	PSMD4	proteasome 26S subunit, non-ATPase 4
ILMN_2326075	9.87e-01	8.92e-01	-0.1389734	-6.740859	-0.01390748	NTRK1	neurotrophic receptor tyrosine kinase 1
ILMN_1684709	9.87e-01	8.92e-01	0.1388825	-6.740873	0.01265686		
ILMN_1700616	9.87e-01	8.92e-01	0.1388328	-6.74088	0.00992177		
ILMN_3301343	9.87e-01	8.92e-01	-0.1387666	-6.74089	-0.01007648		
ILMN_2211959	9.87e-01	8.92e-01	-0.1387471	-6.740893	-0.01100549	TTTY6	testis-specific transcript, Y-linked 6 (non-protein coding)
ILMN_3274914	9.87e-01	8.92e-01	-0.1387312	-6.740895	-0.01627265		
ILMN_3308118	9.87e-01	8.92e-01	0.1387268	-6.740896	0.00962896	MIR125B1	microRNA 125b-1
ILMN_1814009	9.87e-01	8.92e-01	0.138719	-6.740897	0.00983691		
ILMN_1744381	9.87e-01	8.92e-01	-0.1387004	-6.7409	-0.01056117	SERPINE1	serpin family E member 1
ILMN_3263443	9.87e-01	8.92e-01	0.1386428	-6.740909	0.01637612		
ILMN_1710325	9.87e-01	8.92e-01	-0.1386242	-6.740911	-0.01149623	SCEL	sciellin
ILMN_2295318	9.87e-01	8.92e-01	-0.1385697	-6.740919	-0.01161882	RGPD5	RANBP2-like and GRIP domain containing 5
ILMN_1907756	9.87e-01	8.92e-01	-0.1385642	-6.74092	-0.01011217		
ILMN_1826101	9.87e-01	8.92e-01	0.1385569	-6.740921	0.01251674	LOC101929054	uncharacterized LOC101929054
ILMN_1714522	9.87e-01	8.92e-01	-0.1385331	-6.740925	-0.0194336	CLMN	calmin
ILMN_1653283	9.87e-01	8.92e-01	0.1385277	-6.740926	0.01131378	APP	amyloid beta precursor protein
ILMN_3264462	9.87e-01	8.92e-01	-0.1385067	-6.740929	-0.01108517		
ILMN_3190019	9.87e-01	8.92e-01	0.1384689	-6.740934	0.0123654		
ILMN_1764309	9.87e-01	8.92e-01	0.1384378	-6.740939	0.01244085	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide
ILMN_1718699	9.87e-01	8.92e-01	-0.1384252	-6.740941	-0.0129289		
ILMN_1847825	9.87e-01	8.92e-01	0.1384132	-6.740943	0.01444749		
ILMN_1656647	9.87e-01	8.92e-01	-0.1384041	-6.740944	-0.01048776		
ILMN_1794781	9.87e-01	8.92e-01	0.1383809	-6.740947	0.02363432	VAV2	vav guanine nucleotide exchange factor 2
ILMN_1702519	9.87e-01	8.92e-01	-0.1383733	-6.740949	-0.01487383		
ILMN_3309774	9.87e-01	8.92e-01	0.138364	-6.74095	0.01256655	MIR324	microRNA 324
ILMN_1840685	9.87e-01	8.92e-01	-0.1383253	-6.740956	-0.00837819		
ILMN_1710735	9.87e-01	8.92e-01	-0.1383227	-6.740956	-0.01306599	ZNF451	zinc finger protein 451
ILMN_2112811	9.87e-01	8.92e-01	-0.1383206	-6.740956	-0.0132321	RPL36A	ribosomal protein L36a
ILMN_3231550	9.87e-01	8.92e-01	-0.1383007	-6.740959	-0.053605		
ILMN_1747716	9.87e-01	8.92e-01	-0.1382854	-6.740962	-0.01408918	ALDOB	aldolase, fructose-bisphosphate B
ILMN_1897867	9.87e-01	8.92e-01	0.1382614	-6.740965	0.01180771		
ILMN_2320906	9.87e-01	8.92e-01	-0.1382256	-6.74097	-0.02103263	RTN3	reticulon 3
ILMN_1652666	9.87e-01	8.92e-01	0.1382255	-6.74097	0.01208111		
ILMN_1652890	9.87e-01	8.93e-01	-0.1381892	-6.740976	-0.00820911		
ILMN_1679029	9.87e-01	8.93e-01	0.1380996	-6.740989	0.00907259	ZXDA	zinc finger, X-linked, duplicated A
ILMN_1654895	9.87e-01	8.93e-01	-0.1380636	-6.740994	-0.01097111		
ILMN_1682139	9.87e-01	8.93e-01	0.1380284	-6.741	0.01125662	RAI14	retinoic acid induced 14
ILMN_1824362	9.87e-01	8.93e-01	0.1379873	-6.741006	0.06987027		
ILMN_1762808	9.87e-01	8.93e-01	0.1379295	-6.741014	0.01829628		
ILMN_2342174	9.87e-01	8.93e-01	-0.1379202	-6.741016	-0.01060351	WASF1	WAS protein family member 1
ILMN_1796925	9.87e-01	8.93e-01	-0.1378943	-6.741019	-0.00931782	CXADR	coxsackie virus and adenovirus receptor
ILMN_1793263	9.87e-01	8.93e-01	0.1378525	-6.741026	0.01196236	C1orf94	chromosome 1 open reading frame 94
ILMN_2227817	9.87e-01	8.93e-01	0.1378484	-6.741026	0.0098584	GSTA3	glutathione S-transferase alpha 3
ILMN_3242067	9.87e-01	8.93e-01	-0.1378337	-6.741028	-0.00828269	SNORA58	small nucleolar RNA, H/ACA box 58
ILMN_2203299	9.87e-01	8.93e-01	0.1377978	-6.741034	0.00960201	GRIA1	glutamate ionotropic receptor AMPA type subunit 1
ILMN_1729175	9.87e-01	8.93e-01	-0.1377921	-6.741035	-0.01281051	FBXO3	F-box protein 3
ILMN_3187713	9.87e-01	8.93e-01	0.1377905	-6.741035	0.01058254		
ILMN_1679655	9.87e-01	8.93e-01	-0.1377854	-6.741036	-0.01916935	WDR82	WD repeat domain 82
ILMN_1734611	9.87e-01	8.93e-01	0.1377809	-6.741036	0.01080609	BDKRB1	bradykinin receptor B1
ILMN_1743100	9.87e-01	8.93e-01	0.1377695	-6.741038	0.04990826	TNFRSF18	TNF receptor superfamily member 18
ILMN_3185263	9.87e-01	8.93e-01	-0.1377528	-6.74104	-0.01032352		
ILMN_1696186	9.87e-01	8.93e-01	-0.1377065	-6.741047	-0.02225855		
ILMN_1744094	9.87e-01	8.93e-01	-0.1376626	-6.741054	-0.00868499	SPPL2C	signal peptide peptidase like 2C
ILMN_1692716	9.87e-01	8.93e-01	0.1376601	-6.741054	0.0134622		
ILMN_1800642	9.87e-01	8.93e-01	0.1376536	-6.741055	0.01102505	RELN	reelin
ILMN_1697548	9.87e-01	8.93e-01	-0.1376425	-6.741057	-0.01373419	ADGRL2	adhesion G protein-coupled receptor L2
ILMN_1861567	9.87e-01	8.93e-01	-0.1375242	-6.741074	-0.01204898		
ILMN_2186983	9.87e-01	8.93e-01	0.137485	-6.74108	0.00847594		
ILMN_1902836	9.87e-01	8.93e-01	-0.1374484	-6.741085	-0.00980537		
ILMN_1700248	9.87e-01	8.93e-01	0.1374406	-6.741086	0.00845178	WDR86	WD repeat domain 86
ILMN_3234950	9.87e-01	8.93e-01	0.1374305	-6.741088	0.00896748		
ILMN_3203625	9.87e-01	8.93e-01	-0.1374296	-6.741088	-0.00884782		
ILMN_1765072	9.87e-01	8.93e-01	0.1374227	-6.741089	0.01171321	KRT85	keratin 85
ILMN_1658806	9.87e-01	8.93e-01	0.1373861	-6.741094	0.00874555	SLC5A10	solute carrier family 5 member 10
ILMN_1773079	9.87e-01	8.93e-01	-0.1373736	-6.741096	-0.01166434	COL3A1	collagen type III alpha 1 chain
ILMN_3179275	9.87e-01	8.93e-01	-0.1373548	-6.741099	-0.00924399		
ILMN_1703688	9.87e-01	8.93e-01	-0.1373032	-6.741107	-0.01298704	RASA2	RAS p21 protein activator 2
ILMN_3176532	9.87e-01	8.93e-01	-0.1372907	-6.741108	-0.01282152		
ILMN_3188655	9.87e-01	8.93e-01	0.1372475	-6.741115	0.00955481	LOC100128239	uncharacterized LOC100128239
ILMN_1905087	9.87e-01	8.93e-01	-0.1371974	-6.741122	-0.00903911		
ILMN_1700583	9.87e-01	8.93e-01	-0.1371446	-6.74113	-0.01052564	ZNF750	zinc finger protein 750
ILMN_1771019	9.87e-01	8.93e-01	0.1371143	-6.741134	0.02943166	MTMR4	myotubularin related protein 4
ILMN_1688168	9.87e-01	8.93e-01	0.1371022	-6.741136	0.01206707		
ILMN_1663052	9.87e-01	8.93e-01	-0.1370969	-6.741137	-0.00890484		
ILMN_3233455	9.87e-01	8.93e-01	0.1370696	-6.741141	0.00870924		
ILMN_1799734	9.87e-01	8.93e-01	-0.137049	-6.741144	-0.00918829	FOXB1	forkhead box B1
ILMN_1768798	9.87e-01	8.93e-01	-0.1370306	-6.741147	-0.01754474		
ILMN_2275742	9.87e-01	8.94e-01	-0.1368987	-6.741166	-0.00786264	DNASE2B	deoxyribonuclease 2 beta
ILMN_3244172	9.87e-01	8.94e-01	0.1367812	-6.741183	0.00926775	ZSCAN5B	zinc finger and SCAN domain containing 5B
ILMN_2214278	9.87e-01	8.94e-01	0.136776	-6.741184	0.01123554	SLF1	SMC5-SMC6 complex localization factor 1
ILMN_2404049	9.87e-01	8.94e-01	-0.1367672	-6.741185	-0.01335514	RBM38	RNA binding motif protein 38
ILMN_1759063	9.87e-01	8.94e-01	0.1366851	-6.741197	0.01356826		
ILMN_2225956	9.87e-01	8.94e-01	-0.136672	-6.741199	-0.01110313	FAM218A	family with sequence similarity 218 member A
ILMN_1657478	9.87e-01	8.94e-01	-0.1366556	-6.741202	-0.01425813	MAGEL2	MAGE family member L2
ILMN_3238314	9.87e-01	8.94e-01	0.1366508	-6.741202	0.01103968		
ILMN_1688422	9.87e-01	8.94e-01	0.1366173	-6.741207	0.00802286	EFCAB13	EF-hand calcium binding domain 13
ILMN_2328224	9.87e-01	8.94e-01	0.1365949	-6.741211	0.01351563	MADD	MAP kinase activating death domain
ILMN_3230521	9.87e-01	8.94e-01	0.1365651	-6.741215	0.0071708		
ILMN_1888639	9.87e-01	8.94e-01	0.1365641	-6.741215	0.01435922		
ILMN_1686725	9.87e-01	8.94e-01	-0.1365521	-6.741217	-0.01558561	DICER1	dicer 1, ribonuclease III
ILMN_1660963	9.87e-01	8.94e-01	-0.1365426	-6.741218	-0.00734544	CCIN	calicin
ILMN_2386453	9.87e-01	8.94e-01	-0.1365386	-6.741219	-0.00795971	KLRD1	killer cell lectin like receptor D1
ILMN_1783247	9.87e-01	8.94e-01	0.1365278	-6.74122	0.01048503	C10orf11	chromosome 10 open reading frame 11
ILMN_2386967	9.87e-01	8.94e-01	-0.1364939	-6.741225	-0.0161181	VPS54	VPS54, GARP complex subunit
ILMN_1763500	9.87e-01	8.94e-01	0.1364916	-6.741226	0.00776378	GPR82	G protein-coupled receptor 82
ILMN_1669621	9.87e-01	8.94e-01	-0.1364343	-6.741234	-0.00942746	CCDC13	coiled-coil domain containing 13
ILMN_1719826	9.87e-01	8.94e-01	-0.1364312	-6.741235	-0.00953935		
ILMN_1658623	9.87e-01	8.94e-01	0.1364286	-6.741235	0.01106131	MAGEC3	MAGE family member C3
ILMN_1657715	9.87e-01	8.94e-01	0.1364018	-6.741239	0.01148448		
ILMN_1788878	9.87e-01	8.94e-01	0.1364013	-6.741239	0.01092688	MORN4	MORN repeat containing 4
ILMN_1898040	9.87e-01	8.94e-01	0.1363928	-6.74124	0.00676315		
ILMN_1795275	9.87e-01	8.94e-01	-0.136362	-6.741245	-0.01161339	USP53	ubiquitin specific peptidase 53
ILMN_2317446	9.87e-01	8.94e-01	-0.1363164	-6.741251	-0.00928036	CT55	cancer/testis antigen 55
ILMN_2181125	9.87e-01	8.94e-01	0.1363158	-6.741251	0.03198613	NAPB	NSF attachment protein beta
ILMN_1898682	9.87e-01	8.94e-01	0.1363111	-6.741252	0.02050707	PHIP	pleckstrin homology domain interacting protein
ILMN_3193299	9.87e-01	8.94e-01	-0.136292	-6.741255	-0.01306981	LINC01547	long intergenic non-protein coding RNA 1547
ILMN_1709377	9.87e-01	8.94e-01	0.136228	-6.741264	0.01399397	ZNF28	zinc finger protein 28
ILMN_1661439	9.87e-01	8.94e-01	0.1361832	-6.741271	0.02963009	FLOT1	flotillin 1
ILMN_3260910	9.87e-01	8.94e-01	-0.1361826	-6.741271	-0.01631763	CSAG3	CSAG family member 3
ILMN_2113728	9.87e-01	8.94e-01	-0.136176	-6.741272	-0.01095507		
ILMN_1692413	9.87e-01	8.94e-01	-0.1361277	-6.741279	-0.01504139	NMNAT1	nicotinamide nucleotide adenylyltransferase 1
ILMN_1666597	9.87e-01	8.94e-01	0.1361231	-6.74128	0.01354321	PI4KB	phosphatidylinositol 4-kinase beta
ILMN_1657399	9.87e-01	8.94e-01	0.1360474	-6.741291	0.0117835	RFX6	regulatory factor X6
